20                       |29655.365,5924.062,-14564|0.000,324.293,0.000      |Pos¹g Beliara            |MOBNAME_ADDON_IDOL       
20497                    |-18821.244,-343.301,4409.|0.000,77.658,0.000       |Kufer                    |MOBNAME_CHEST            
20499                    |-18672.352,-328.301,4144.|0.000,77.658,0.000       |Kufer                    |MOBNAME_CHEST            
20501                    |-18628.906,-338.301,4582.|0.000,77.658,0.000       |Kufer                    |MOBNAME_CHEST            
20503                    |-18826.348,-339.914,4706.|0.000,77.658,0.000       |Kufer                    |MOBNAME_CHEST            
20521                    |13950.963,1328.767,-3055.|0.000,77.658,0.000       |Kufer                    |MOBNAME_CHEST            
20523                    |15705.559,1538.990,155.81|0.000,77.658,0.000       |Kufer                    |MOBNAME_CHEST            
20531                    |12695.189,897.639,2804.03|0.000,77.658,0.000       |Kufer                    |MOBNAME_CHEST            
20534                    |16457.889,1292.559,-2737.|0.000,135.000,0.000      |                         |MOBNAME_SECRETSWITCH     
20538                    |16313.370,900.508,-3030.2|0.000,77.658,0.000       |Kufer                    |MOBNAME_CHEST            
20541                    |13388.436,1304.109,-4120.|0.000,135.000,0.000      |                         |                         
20558                    |11428.309,899.432,-4338.3|0.000,50.016,0.000       |                         |                         
20560                    |12837.084,890.758,3085.54|0.000,131.007,0.000      |Stó³ alchemiczny         |MOBNAME_LAB              
20590                    |3454.784,882.738,5378.122|0.000,22.905,0.000       |                         |MOBNAME_BOOKBOARD        
20597                    |3580.229,750.135,5715.856|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
20603                    |3199.413,883.861,6336.506|0.000,22.905,0.000       |                         |MOBNAME_BOOKBOARD        
20632                    |4050.477,750.492,8120.405|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
20637                    |4115.661,748.617,7994.816|0.000,230.001,0.000      |Kuchnia                  |MOBNAME_STOVE            
20663                    |6655.917,750.489,8998.188|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
20695                    |6636.793,750.984,6721.737|0.000,88.838,0.000       |Kowad³o                  |MOBNAME_ANVIL            
20697                    |6137.359,755.016,6368.503|0.000,119.926,0.000      |Ose³ka                   |MOBNAME_GRINDSTONE       
20699                    |6574.802,742.016,6188.446|0.000,383.460,0.000      |Ogieñ w kuŸni            |MOBNAME_FORGE            
20701                    |6985.596,750.016,6615.155|0.000,63.899,0.000       |Wiadro wody              |MOBNAME_BUCKET           
20703                    |4827.231,740.734,9224.708|0.000,98.035,0.000       |£ó¿ko                    |MOBNAME_BED              
20705                    |5124.367,743.760,8638.060|0.000,98.035,0.000       |£ó¿ko                    |MOBNAME_BED              
20707                    |2478.168,750.978,7560.103|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
20724                    |-5812.408,-162.205,-5039.|0.000,50.015,0.000       |                         |MOBNAME_BENCH            
20749                    |-4376.992,-160.787,-4671.|0.000,50.015,0.000       |                         |MOBNAME_BENCH            
20751                    |-3681.595,-174.222,-4588.|0.000,51.753,0.000       |                         |MOBNAME_BENCH            
20753                    |-3010.155,-196.222,-4570.|0.000,50.015,0.000       |                         |MOBNAME_BENCH            
20755                    |-2403.314,-197.222,-4588.|0.000,50.015,0.000       |                         |MOBNAME_BENCH            
20776                    |-7072.219,-219.050,-13139|0.000,50.015,0.000       |                         |MOBNAME_BENCH            
20793                    |-7497.232,-232.943,-22366|0.000,50.015,0.000       |                         |MOBNAME_BENCH            
20795                    |-6894.172,-228.953,-21424|0.000,50.015,0.000       |                         |MOBNAME_BENCH            
20797                    |-7781.580,-221.839,-20786|0.000,50.015,0.000       |                         |MOBNAME_BENCH            
20799                    |3488.674,-115.145,-2151.9|0.000,77.469,0.000       |Kufer                    |MOBNAME_CHEST            
20802                    |7471.894,-522.208,3914.97|0.000,22.905,0.000       |Rega³ na ksi¹¿ki         |MOBNAME_BOOKSBOARD       
20805                    |4212.498,-113.621,-3607.8|0.000,230.001,0.000      |Kuchnia                  |MOBNAME_STOVE            
20807                    |3695.306,-116.319,-5308.4|0.000,230.001,0.000      |Kuchnia                  |MOBNAME_STOVE            
20812                    |3204.141,-138.139,-4499.3|0.000,60.000,0.000       |                         |MOBNAME_WINEMAKER        
20815                    |2678.454,-184.976,1193.63|0.000,15.725,0.000       |                         |                         
20817                    |2681.086,-184.278,1134.02|0.000,80.000,0.000       |Kocio³                   |MOBNAME_CAULDRON         
20819                    |2526.074,-185.039,-4735.6|0.000,50.015,0.000       |                         |MOBNAME_BENCH            
20825                    |347.209,-183.810,-4722.41|0.000,60.000,0.000       |                         |MOBNAME_WINEMAKER        
20827                    |2971.599,-120.682,-3893.8|0.000,60.000,0.000       |                         |MOBNAME_WINEMAKER        
20829                    |11673.028,895.737,3325.87|0.000,215.006,0.000      |£ó¿ko                    |MOBNAME_BED              
20832                    |10363.798,1292.694,1593.3|0.000,215.006,0.000      |£ó¿ko                    |MOBNAME_BED              
20834                    |10067.062,1298.560,-2791.|0.000,215.006,0.000      |£ó¿ko                    |MOBNAME_BED              
20836                    |17157.902,1295.533,-2415.|0.000,152.256,0.000      |Fotel                    |MOBNAME_ARMCHAIR         
20838                    |16574.811,1297.533,-2955.|0.000,215.006,0.000      |£ó¿ko                    |MOBNAME_BED              
20840                    |12512.865,1291.685,-4198.|0.000,215.006,0.000      |£ó¿ko                    |MOBNAME_BED              
20845                    |12356.856,1293.201,-4759.|0.000,215.006,0.000      |£ó¿ko                    |MOBNAME_BED              
20850                    |1218.249,-185.723,-472.98|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
20852                    |2233.000,-183.571,-781.30|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
20862                    |8249.955,269.716,3804.263|0.000,93.930,0.000       |£ó¿ko                    |MOBNAME_BED              
20864                    |9130.047,275.518,3359.683|0.000,93.930,0.000       |£ó¿ko                    |MOBNAME_BED              
20872                    |8751.276,129.584,897.736 |0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
20909                    |6650.353,371.593,-2706.78|0.000,45.714,0.000       |                         |                         
20935                    |7413.851,266.097,-6397.58|0.000,77.658,0.000       |Kufer                    |MOBNAME_CHEST            
20937                    |11069.574,265.097,5327.32|0.000,77.658,0.000       |Kufer                    |MOBNAME_CHEST            
20967                    |6440.796,266.624,-2611.29|0.000,114.715,0.000      |Pi³a do drewna           |MOBNAME_SAW              
21051                    |3777.212,-114.060,-6790.2|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
21063                    |3571.186,14.210,-6450.178|0.000,22.905,0.000       |Rega³ na ksi¹¿ki         |MOBNAME_BOOKSBOARD       
21065                    |3317.441,-120.451,-6710.7|0.000,131.007,0.000      |Stó³ alchemiczny         |MOBNAME_LAB              
21069                    |4332.995,-118.321,-6873.1|0.000,63.899,0.000       |Wiadro wody              |MOBNAME_BUCKET           
21076                    |3979.356,-119.818,-6245.0|0.000,119.926,0.000      |Ose³ka                   |MOBNAME_GRINDSTONE       
21078                    |4629.094,-44.055,-5910.22|0.000,63.899,0.000       |Wiadro wody              |MOBNAME_BUCKET           
21080                    |4391.226,-95.701,-6193.74|0.000,88.838,0.000       |Kowad³o                  |MOBNAME_ANVIL            
21082                    |4758.222,-122.014,-6487.4|0.000,383.460,0.000      |Ogieñ w kuŸni            |MOBNAME_FORGE            
21084                    |4179.536,-110.469,-5735.0|0.000,114.715,0.000      |Pi³a do drewna           |MOBNAME_SAW              
21094                    |2416.998,-117.035,-6256.7|0.000,15.725,0.000       |                         |                         
21096                    |2420.905,-117.922,-6323.8|0.000,80.000,0.000       |Kocio³                   |MOBNAME_CAULDRON         
21098                    |-542.000,-649.000,5259.00|0.000,250.000,0.000      |                         |                         
21102                    |7294.253,590.894,4021.910|0.000,56.419,0.000       |Gospoda 'Pod Senn¹ Sakiew|MOBNAME_Hotel_01         
21104                    |368.515,119.602,-3280.218|0.000,61.433,0.000       |Czerwona Latarnia        |MOBNAME_Hotel_02         
21105                    |7639.709,471.201,490.215 |0.000,57.457,0.000       |Gospoda 'Pod T³ustym Ciel|MOBNAME_BAR_02           
21106                    |1513.370,0.469,-1528.083 |0.000,56.419,0.000       |Gospoda 'Pod Kuternog¹'  |MOBNAME_BAR_01           
21107                    |5521.391,516.775,-1425.23|0.000,56.419,0.000       |Œwietliste Kowad³o       |MOBNAME_SMITH_01         
21109                    |6973.287,603.112,-5296.93|0.000,56.419,0.000       |Sklep Mattea             |MOBNAME_MIX_01           
21110                    |222.777,137.664,-5257.453|0.000,56.419,0.000       |Sklep rybny Halvora 'Pod |MOBNAME_MIX_02           
21111                    |6807.396,556.113,-4277.90|0.000,58.563,0.000       |Sklep Mattea             |MOBNAME_MIX_01           
21154                    |2282.667,-185.101,-3268.9|0.000,93.930,0.000       |£ó¿ko                    |MOBNAME_BED              
21156                    |2233.192,97.177,-2555.940|0.000,93.930,0.000       |£ó¿ko                    |MOBNAME_BED              
21158                    |2140.787,98.014,-2717.231|0.000,93.930,0.000       |£ó¿ko                    |MOBNAME_BED              
21160                    |2318.377,97.508,-3516.771|0.000,93.930,0.000       |£ó¿ko                    |MOBNAME_BED              
21399                    |1519.275,-194.461,92.101 |0.000,47.154,0.000       |Kufer                    |MOBNAME_CHEST            
21401                    |2082.983,-195.463,80.752 |0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
21467                    |8738.428,569.459,3724.919|0.000,152.256,0.000      |Fotel                    |MOBNAME_ARMCHAIR         
21469                    |8692.429,571.170,3118.869|0.000,93.930,0.000       |£ó¿ko                    |MOBNAME_BED              
21471                    |8948.871,569.857,3238.153|0.000,93.930,0.000       |£ó¿ko                    |MOBNAME_BED              
